year,country,oil production - TWh,gas production - TWh,oil consumption - TWh,gas consumption - TWh,co2,gas_co2,oil_co2,population,gdp,co2_growth_abs,co2_growth_prct,co2_per_unit_energy,total_ghg,cumulative_oil_co2,methane
2022,Ecuador,299.80652,,150.5628,5.3682756,40.522,0.933,35.033,17823900.0,175028879360.0,2.318,6.067,0.182,89.453,1109.517,23.898
2023,Ecuador,296.25784,,159.13568,4.887129,43.173,0.859,37.21,17980079.0,,2.651,6.542,0.184,90.609,1146.727,23.723
1965,Egypt,75.33914,,81.39379,0.471625,27.609,0.095,25.293,30629174.0,58532794368.0,2.118,8.31,0.301,70.241,277.208,27.749
1966,Egypt,72.76891,,87.34,0.539,26.532,0.106,24.545,31406543.0,58874122240.0,-1.077,-3.902,0.275,67.937,301.753,26.942
1967,Egypt,64.90703,,71.32264,0.539,19.65,0.106,17.074,32196366.0,58134978560.0,-6.882,-25.939,0.238,60.177,318.827,26.078
1968,Egypt,99.7505,,74.599754,0.539,22.873,0.106,20.057,32998321.0,59081297920.0,3.223,16.401,0.257,65.74,338.884,29.068
1969,Egypt,142.99084,,55.378662,0.683375,19.665,0.136,15.095,33811619.0,63097380864.0,-3.208,-14.025,0.268,60.131,353.979,27.614
1970,Egypt,190.77852,0.81812495,71.66592,0.81812495,21.654,0.165,16.588,34623990.0,67114483712.0,1.989,10.116,0.237,59.544,370.566,26.07
1971,Egypt,173.89175,0.81812495,74.0778,0.81812495,23.012,0.161,18.497,35433371.0,69906251776.0,1.358,6.273,0.245,61.09,389.063,26.642
1972,Egypt,124.67361,0.683375,84.65239,0.683375,25.475,0.136,21.303,36258327.0,71250780160.0,2.463,10.701,0.244,61.789,410.366,25.368
1973,Egypt,98.61077,0.548625,79.57202,0.548625,23.761,0.169,19.427,37102042.0,73196101632.0,-1.714,-6.728,0.241,58.701,429.793,24.316
1974,Egypt,86.67839,0.5775,87.76041,0.5775,26.089,0.081,20.268,37969664.0,76018040832.0,2.328,9.798,0.233,61.186,450.061,24.462
1975,Egypt,136.46642,0.48125002,97.01281,0.48125002,31.06,0.088,23.12,38875328.0,83697410048.0,4.971,19.053,0.25,67.824,473.181,26.337
1976,Egypt,193.1743,3.6575,114.73853,3.6575,34.45,0.729,26.875,39795558.0,96606691328.0,3.391,10.916,0.232,73.107,500.056,28.491
1977,Egypt,243.067,4.4275,122.63606,4.4275,37.815,2.096,29.572,40748879.0,109254148096.0,3.365,9.767,0.234,78.103,529.628,30.293
1978,Egypt,292.95972,7.1225,126.69805,7.1225,39.261,3.078,31.129,41761437.0,117620129792.0,1.446,3.824,0.23,81.633,560.757,32.411
1979,Egypt,304.00818,10.78,138.93947,10.78,42.89,5.529,33.108,42818635.0,126908743680.0,3.629,9.242,0.23,85.992,593.865,33.035
1980,Egypt,346.3414,20.9825,155.29256,20.9825,45.176,3.078,38.703,43950414.0,140607651840.0,2.287,5.331,0.213,90.592,632.568,34.836
1981,Egypt,373.92776,23.485,179.1586,23.485,50.903,3.66,42.598,45147227.0,146244911104.0,5.727,12.676,0.211,97.112,675.165,35.528
1982,Egypt,387.4418,25.69875,203.74937,25.69875,56.431,4.082,47.005,46407613.0,161850654720.0,5.528,10.861,0.21,104.88,722.171,37.501
1983,Egypt,423.6809,30.126251,223.57407,30.126251,56.98,4.199,47.848,47786402.0,174291288064.0,0.549,0.973,0.196,107.18,770.019,38.933
1984,Egypt,486.55267,38.6925,241.74295,38.6925,63.704,5.35,52.941,49247335.0,184976097280.0,6.724,11.8,0.201,117.218,822.96,41.558
1985,Egypt,524.1292,47.45125,245.68802,47.45125,63.807,6.881,51.864,50734974.0,197156339712.0,0.103,0.162,0.194,119.753,874.823,43.283
1986,Egypt,478.40002,54.670002,246.40953,54.670002,74.393,8.042,59.906,52206295.0,202297851904.0,10.586,16.59,0.221,130.801,934.73,42.844
1987,Egypt,537.87585,60.445,260.4517,60.445,74.614,9.984,57.484,53674436.0,207425830912.0,0.221,0.297,0.209,133.847,992.214,45.467
1988,Egypt,514.4414,66.604996,259.0959,66.604996,74.309,11.523,55.488,55187678.0,216114298880.0,-0.304,-0.407,0.205,133.774,1047.702,45.193
1989,Egypt,517.77924,74.497505,268.61255,74.497505,71.905,12.31,50.762,56710641.0,222664802304.0,-2.405,-3.236,0.188,132.822,1098.464,46.937
1990,Egypt,529.1534,77.67375,275.3904,77.67375,75.218,13.015,52.075,58396625.0,227979902976.0,3.313,4.607,0.192,141.134,1150.539,48.316
1991,Egypt,528.2113,87.395004,270.62952,87.395004,77.296,14.904,51.839,60029001.0,241323327488.0,2.078,2.763,0.195,156.207,1202.379,55.071
1992,Egypt,534.80554,94.5175,259.8219,94.5175,79.94,16.118,53.132,61480663.0,254191042560.0,2.644,3.421,0.204,157.473,1255.51,52.729
1993,Egypt,552.739,108.666245,243.19084,108.666245,92.278,18.511,62.757,62915681.0,269984907264.0,12.338,15.434,0.235,171.403,1318.268,53.903
1994,Egypt,540.76013,116.4625,253.93777,115.5,88.373,20.158,53.089,64285594.0,286215798784.0,-3.905,-4.232,0.214,168.675,1371.357,54.322
1995,Egypt,541.8185,120.3125,275.37674,121.274994,98.994,26.011,58.104,65652622.0,305979228160.0,10.622,12.019,0.226,178.763,1429.46,56.192
1996,Egypt,524.2804,128.0125,291.0964,125.125,97.951,27.707,53.652,67028046.0,328668872704.0,-1.044,-1.054,0.212,177.492,1483.112,57.99
1997,Egypt,509.30096,130.90001,307.3263,128.97499,111.705,25.063,70.384,68431737.0,354503262208.0,13.754,14.042,0.232,192.115,1553.496,58.313
1998,Egypt,499.64807,134.75,323.4118,131.8625,125.026,26.293,82.594,69943298.0,380551430144.0,13.321,11.925,0.25,202.604,1636.09,55.493
1999,Egypt,481.02844,161.7,330.86063,157.85,128.221,31.625,79.54,71520952.0,409935675392.0,3.195,2.556,0.239,208.886,1715.631,59.308
2000,Egypt,452.60547,202.125,323.75937,192.5,143.836,40.718,85.32,73083287.0,444250292224.0,15.615,12.178,0.253,225.054,1800.951,58.911
2001,Egypt,437.2891,242.54999,305.73434,235.8125,127.657,43.361,66.434,74652034.0,475678998528.0,-16.18,-11.249,0.215,210.555,1867.385,60.497
2002,Egypt,433.1078,262.7625,304.1684,255.0625,129.155,52.97,57.133,76239138.0,501912305664.0,1.498,1.174,0.212,213.204,1924.517,63.22
2003,Egypt,431.15292,289.71252,311.87805,285.8625,149.919,58.212,73.293,77853549.0,528750444544.0,20.764,16.077,0.232,238.703,1997.81,65.155
2004,Egypt,405.19684,317.625,328.39752,305.1125,152.576,57.625,75.638,79477439.0,561597906944.0,2.656,1.772,0.224,244.271,2073.448,66.83
2005,Egypt,385.7355,409.0625,347.70407,304.15,168.217,68.622,79.21,81101013.0,600297439232.0,15.641,10.251,0.241,265.913,2152.658,73.617
2006,Egypt,385.67053,526.4875,337.3307,351.3125,179.194,73.833,83.689,82700405.0,650403840000.0,10.977,6.526,0.243,279.317,2236.348,76.18
2007,Egypt,393.21033,536.01624,364.28708,369.21503,188.805,81.128,84.763,84276227.0,713462317056.0,9.611,5.363,0.241,290.464,2321.111,77.066
2008,Egypt,403.0303,567.58624,385.61722,393.08502,197.728,83.31,92.404,85864791.0,775303659520.0,8.923,4.726,0.238,302.869,2413.515,79.145
2009,Egypt,410.0738,603.39124,403.6607,409.44748,206.478,81.788,98.719,87501636.0,831414992896.0,8.75,4.425,0.24,309.998,2512.234,78.573
2010,Egypt,407.3989,590.205,415.5942,434.18375,203.608,81.948,94.255,89196070.0,898751397888.0,-2.87,-1.39,0.227,303.61,2606.489,74.3
2011,Egypt,402.38626,591.4328,418.22156,477.59253,216.917,92.679,98.549,91093068.0,923052867584.0,13.31,6.537,0.23,319.746,2705.038,75.888
2012,Egypt,403.86438,585.9818,428.2248,506.37125,213.734,92.919,93.025,93161001.0,950287269888.0,-3.184,-1.468,0.218,315.417,2798.063,76.476
2013,Egypt,399.61905,539.6484,433.32666,495.01376,211.419,90.4,94.639,95333551.0,984556568576.0,-2.315,-1.083,0.217,310.024,2892.702,73.433
2014,Egypt,408.6805,469.6105,455.2881,462.1875,226.899,81.7,117.713,97528656.0,1035721834496.0,15.481,7.322,0.236,324.546,3010.416,72.096
2015,Egypt,412.06253,425.90625,464.53683,460.18768,224.48,84.151,112.023,99597333.0,1079611555840.0,-2.42,-1.066,0.23,320.049,3122.439,69.645
2016,Egypt,393.50104,402.5175,480.17807,493.54114,239.382,94.823,114.868,101644586.0,1121578516480.0,14.903,6.639,0.232,337.054,3237.307,70.839
2017,Egypt,374.23016,488.11273,456.21555,559.3277,260.675,108.405,119.602,103696057.0,1158060441600.0,21.293,8.895,0.243,361.697,3356.909,74.417
2018,Egypt,381.97574,585.59,406.44485,595.9529,249.217,102.697,108.248,105682093.0,1220661739520.0,-11.458,-4.395,0.233,351.62,3465.157,76.526
2019,Egypt,369.97357,649.3875,383.61386,590.3868,258.742,120.52,104.065,107553159.0,1289253421056.0,9.524,3.822,0.246,357.688,3569.222,75.484
2020,Egypt,361.30188,584.65173,332.68008,583.0793,235.358,116.631,90.755,109315119.0,1307778088960.0,-23.384,-9.038,0.238,331.726,3659.977,72.428
2021,Egypt,344.26385,677.9944,359.5667,621.2484,260.936,122.938,105.186,110957004.0,1400985616384.0,25.578,10.868,0.246,360.984,3765.163,75.828
2022,Egypt,349.39276,644.88184,425.22882,605.9086,271.169,119.903,121.436,112618251.0,1460427423744.0,10.233,3.922,0.245,371.285,3886.599,75.535
2023,Egypt,345.45978,571.004,414.17987,600.39044,269.006,118.821,117.887,114535772.0,,-2.162,-0.797,0.246,367.538,4004.486,74.669
1965,Europe,3278.4272,,6933.2324,1595.9036,4982.21,298.003,1586.693,635030906.0,,142.386,2.942,0.409,7407.645,17249.684,1472.455
1966,Europe,3543.9634,,7552.9653,1786.6346,5153.738,332.649,1752.825,640036994.0,,171.528,3.443,0.411,7600.08,19002.508,1491.32
1967,Europe,3826.456,,8203.042,2008.7863,5267.683,373.174,1883.439,644732600.0,,113.945,2.211,0.409,7727.438,20885.947,1504.888
1968,Europe,4078.862,,8936.249,2280.0083,5513.143,424.294,2057.319,649249404.0,,245.46,4.66,0.402,8010.119,22943.268,1515.731
1969,Europe,4307.1006,,9826.869,2583.9653,5813.301,474.466,2242.052,653780348.0,,300.158,5.444,0.395,8279.508,25185.318,1526.563
1970,Europe,4594.176,2924.3228,10877.038,2980.2356,6095.201,500.883,2515.417,657646308.0,,281.9,4.849,0.389,8672.026,27700.736,1529.0
1971,Europe,4868.583,3293.77,11434.074,3407.7761,6324.005,589.975,2656.657,661610573.0,,228.804,3.754,0.395,8727.801,30357.393,1543.432
1972,Europe,5158.4565,3641.016,12275.271,3805.59,6552.929,664.505,2863.153,666182813.0,,228.924,3.62,0.391,8922.381,33220.547,1546.051
1973,Europe,5493.962,3975.1533,13148.836,4218.347,6845.589,727.045,3052.117,670465967.0,,292.661,4.466,0.386,9353.734,36272.664,1573.506
1974,Europe,5844.463,4397.654,12937.709,4606.6035,6863.87,801.095,3001.09,674404989.0,,18.28,0.267,0.393,9342.092,39273.754,1589.686
1975,Europe,6316.646,4746.386,12798.231,4989.5654,6903.233,869.235,2963.186,677939371.0,,39.364,0.573,0.4,9352.077,42236.941,1612.307
1976,Europe,6821.996,5174.7397,13493.773,5461.0176,7277.801,948.822,3138.311,681319207.0,,374.568,5.426,0.4,9820.918,45375.25,1625.824
1977,Europe,7426.7783,5474.294,13559.638,5792.3145,7334.162,995.672,3151.0,684767363.0,,56.36,0.774,0.397,9887.856,48526.25,1629.86
1978,Europe,7943.773,5772.542,14288.755,6109.8335,7566.62,1045.863,3309.278,688106257.0,,232.458,3.17,0.395,10150.137,51835.527,1652.982
1979,Europe,8407.215,6173.29,14616.532,6470.533,7746.167,1109.944,3348.525,691423810.0,,179.548,2.373,0.39,10275.277,55184.051,1671.679
1980,Europe,8682.468,6407.9336,14167.721,6579.6167,7750.178,1139.75,3240.61,694962025.0,,4.011,0.052,0.399,10380.672,58424.664,1668.609
1981,Europe,8818.684,6655.2744,13576.338,6774.2754,7468.539,1181.542,3060.028,698282872.0,,-281.64,-3.634,0.395,9990.085,61484.691,1646.029
1982,Europe,9060.577,6865.2144,13103.428,7038.406,7408.562,1196.326,2981.256,701148276.0,,-59.976,-0.803,0.401,9881.19,64465.949,1668.01
1983,Europe,9362.833,7243.2534,12790.341,7458.5693,7415.053,1261.937,2919.223,703986058.0,,6.491,0.088,0.398,9933.633,67385.164,1663.756
1984,Europe,9505.85,7765.6675,12839.501,8014.5737,7466.038,1334.465,2906.885,706830247.0,,50.985,0.688,0.391,9980.424,70292.055,1650.529
1985,Europe,8834.258,6926.1465,12087.632,7673.371,7791.125,1423.404,2886.588,709671971.0,,325.087,4.354,0.238,10314.017,73178.641,1670.997
1986,Europe,9098.409,7209.2266,12438.036,7815.6396,7805.437,1373.182,2937.499,712736045.0,,14.311,0.184,0.234,10319.471,76116.141,1682.717
1987,Europe,9241.504,7604.917,12472.559,8216.1875,7825.856,1515.029,2801.076,715923439.0,,20.42,0.262,0.23,10354.146,78917.219,1677.032
1988,Europe,9208.885,7879.0337,12468.503,8473.379,7868.776,1582.119,2794.917,719141825.0,,42.92,0.548,0.228,10371.527,81712.133,1667.05
1989,Europe,8950.263,8139.22,12485.897,8641.2295,7833.485,1633.048,2789.679,722202127.0,,-35.291,-0.448,0.228,10232.596,84501.812,1650.911
1990,Europe,8594.972,8427.861,12843.113,9065.899,8038.27,1750.378,2959.363,724928030.0,,204.785,2.614,0.232,10425.614,87461.172,1653.523
1991,Europe,8097.052,8426.993,12617.629,9232.273,7738.573,1748.796,2892.554,727282708.0,,-299.697,-3.728,0.226,10085.08,90353.727,1607.171
1992,Europe,7538.5605,8401.151,12179.39,8846.303,7096.633,1729.233,2568.54,728427305.0,,-641.94,-8.295,0.214,9219.495,92922.273,1533.426
1993,Europe,7162.7734,8264.51,11421.186,8842.119,6806.002,1721.418,2435.097,728832223.0,,-290.63,-4.095,0.213,8739.314,95357.367,1478.224
1994,Europe,7218.22,8164.945,11101.818,8438.882,6446.058,1654.532,2296.762,729729624.0,,-359.945,-5.289,0.21,8343.255,97654.125,1421.012
1995,Europe,7279.5796,8074.603,11000.466,8537.651,6423.223,1661.711,2279.822,730243556.0,,-22.834,-0.354,0.209,8195.192,99933.953,1391.361
1996,Europe,7373.7725,8522.61,10854.875,9068.158,6471.548,1748.461,2293.74,730250394.0,,48.325,0.752,0.209,8640.325,102227.688,1358.328
1997,Europe,7426.6045,8190.6543,10868.521,8655.78,6266.118,1702.494,2254.034,730322947.0,,-205.43,-3.174,0.206,7998.389,104481.727,1324.877
1998,Europe,7357.523,7919.2075,10922.684,8868.485,6239.436,1756.078,2264.803,729778939.0,,-26.682,-0.426,0.204,7839.001,106746.531,1279.167
1999,Europe,7423.003,8469.628,10781.334,9048.179,6156.371,1778.619,2236.739,729149183.0,,-83.065,-1.331,0.202,7747.328,108983.273,1263.951
2000,Europe,7653.6646,8474.318,10490.904,9259.316,6154.3,1791.897,2153.516,729112155.0,,-2.071,-0.034,0.199,7607.69,111136.781,1251.112
2001,Europe,7896.9053,8496.265,10654.416,9413.887,6280.917,1835.987,2206.908,729202129.0,,126.617,2.057,0.201,7632.794,113343.695,1241.353
2002,Europe,8245.555,8710.635,10576.425,9468.499,6248.751,1834.76,2186.663,730108231.0,,-32.166,-0.512,0.201,7581.48,115530.352,1235.194
2003,Europe,8571.442,8976.558,10664.976,9779.315,6389.753,1924.003,2187.203,731376242.0,,141.002,2.256,0.202,7812.688,117717.555,1238.82
2004,Europe,8854.842,9211.25,10736.234,10045.516,6419.04,1957.525,2183.664,732264288.0,,29.287,0.458,0.201,7888.516,119901.227,1226.646
2005,Europe,8712.205,9175.268,10794.648,10212.56,6422.172,1979.671,2202.933,733082921.0,,3.131,0.049,0.2,7817.843,122104.148,1209.474
2006,Europe,8602.932,9253.746,10876.78,10348.109,6529.996,1987.131,2215.31,733738758.0,,107.824,1.679,0.2,7960.903,124319.469,1207.007
2007,Europe,8592.308,9076.114,10676.757,10317.486,6473.897,1985.093,2138.482,734969351.0,,-56.098,-0.859,0.199,7951.957,126457.945,1199.614
2008,Europe,8427.514,9296.14,10626.226,10336.46,6406.544,2014.169,2145.67,736640719.0,,-67.354,-1.04,0.198,7862.873,128603.617,1193.318
2009,Europe,8358.789,8358.236,10075.941,9586.96,5892.903,1864.631,2040.874,738045338.0,,-513.641,-8.017,0.193,7398.559,130644.492,1158.272
2010,Europe,8294.915,9068.794,10088.36,10321.26,6116.594,2023.615,2019.312,739273391.0,,223.691,3.796,0.193,7853.912,132663.797,1169.929
2011,Europe,8173.16,9014.331,9965.286,9939.428,6045.117,1949.619,1970.224,740505908.0,,-71.477,-1.169,0.193,7526.967,134634.031,1166.744
2012,Europe,8083.44,8889.925,9744.183,9708.878,5998.561,1901.974,1927.618,741624513.0,,-46.556,-0.77,0.192,7775.181,136561.641,1169.945
2013,Europe,8045.048,8941.476,9548.623,9549.503,5841.422,1850.131,1896.931,742654890.0,,-157.138,-2.62,0.189,7500.068,138458.578,1161.805
2014,Europe,8113.8115,8562.16,9536.093,8948.364,5611.03,1730.493,1903.29,743842712.0,,-230.392,-3.944,0.187,7151.624,140361.859,1146.465
2015,Europe,8274.17,8441.2705,9555.889,8898.473,5616.481,1718.019,1955.734,745456775.0,,5.451,0.097,0.188,7398.365,142317.594,1139.14
2016,Europe,8450.845,8480.683,9710.5625,9310.262,5602.062,1789.106,1966.008,747240427.0,,-14.42,-0.257,0.185,7367.144,144283.609,1147.361
2017,Europe,8420.619,8969.263,9930.855,9569.403,5635.927,1846.126,1986.067,748683743.0,,33.866,0.605,0.185,7365.581,146269.672,1160.272
2018,Europe,8510.417,9192.182,9894.459,9748.45,5617.016,1880.853,1958.263,749835851.0,,-18.911,-0.336,0.182,7393.469,148227.938,1174.24
2019,Europe,8515.803,9128.731,9923.03,9755.025,5436.906,1870.686,1962.442,750791010.0,,-180.11,-3.207,0.179,7072.725,150190.375,1183.065
2020,Europe,8056.5557,8561.913,8785.337,9371.511,5026.315,1814.865,1789.485,750826495.0,,-410.591,-7.552,0.177,6693.422,151979.875,1158.765
2021,Europe,8137.9995,9120.043,9213.165,9646.293,5304.04,1931.999,1846.995,749931027.0,,277.724,5.525,0.179,7016.046,153826.859,1175.001
2022,Europe,8138.761,8385.359,9510.83,9118.345,5228.87,1830.213,1879.327,748296158.0,,-75.169,-1.417,0.183,6968.268,155706.172,1159.478
2023,Europe,8069.85,7902.817,9464.045,8832.303,4993.221,1772.37,1858.462,746948103.0,,-235.649,-4.507,0.178,6734.118,157564.656,1158.833
1965,European Union (27),401.09543,,3844.244,367.09137,2677.126,82.385,889.334,370867293.0,,32.897,1.244,0.283,3648.875,7959.306,756.889
1966,European Union (27),399.86267,,4236.735,416.64465,2758.658,93.775,1002.583,373786471.0,,81.533,3.046,0.282,3760.959,8961.89,769.463
1967,European Union (27),403.54938,,4601.551,495.35828,2820.35,110.618,1079.173,376493998.0,,61.692,2.236,0.279,3845.298,10041.063,787.978
1968,European Union (27),403.3284,,5090.0,628.4308,2993.59,136.334,1202.517,379165167.0,,173.24,6.142,0.277,4065.17,11243.58,811.147
1969,European Union (27),399.26953,,5719.058,789.8719,3192.299,160.607,1326.638,381993932.0,,198.708,6.638,0.272,4279.273,12570.219,836.173
1970,European Union (27),394.55936,929.8414,6391.132,956.7552,3331.787,197.683,1507.08,384384510.0,,139.488,4.37,0.265,4389.641,14077.299,820.502
1971,European Union (27),383.52252,1088.0288,6730.613,1133.0685,3425.79,235.65,1598.69,386827084.0,,94.003,2.821,0.264,4483.647,15675.988,824.303
1972,European Union (27),377.20428,1266.7449,7222.5435,1340.7645,3556.001,277.949,1721.952,389707306.0,,130.212,3.801,0.26,4608.976,17397.939,825.158
1973,European Union (27),377.83768,1435.201,7783.3813,1538.9799,3729.277,316.62,1840.649,392415693.0,,173.275,4.873,0.258,4815.031,19238.588,834.761
1974,European Union (27),383.36508,1567.413,7325.057,1723.5646,3710.173,357.66,1760.861,394860421.0,,-19.104,-0.512,0.259,4808.199,20999.451,842.654
1975,European Union (27),382.51297,1630.5305,7157.834,1857.8682,3637.361,386.547,1702.374,396893072.0,,-72.812,-1.963,0.256,4735.509,22701.824,845.196
1976,European Union (27),379.67834,1734.6769,7719.0728,2030.1902,3913.002,421.723,1855.427,398786968.0,,275.642,7.578,0.259,5019.885,24557.25,850.492
1977,European Union (27),371.60544,1752.006,7590.744,2115.3977,3874.641,429.36,1829.036,400767780.0,,-38.362,-0.98,0.252,4983.386,26386.287,851.6
1978,European Union (27),361.8192,1703.95,7987.105,2197.0815,4005.137,451.798,1904.089,402652101.0,,130.496,3.368,0.251,5126.654,28290.375,861.405
1979,European Union (27),348.44473,1711.5576,8215.265,2298.7844,4114.61,474.99,1930.892,404555043.0,,109.474,2.733,0.249,5246.586,30221.27,870.218
1980,European Union (27),340.66818,1649.6066,7723.4956,2290.25,4079.017,482.164,1841.297,406687009.0,,-35.593,-0.865,0.25,5198.906,32062.566,860.899
1981,European Union (27),322.4996,1615.1256,7195.957,2253.8933,3864.92,480.868,1674.57,408606101.0,,-214.097,-5.249,0.245,4955.414,33737.137,839.326
1982,European Union (27),351.5967,1492.911,6757.838,2193.6873,3772.963,456.368,1592.428,410027893.0,,-91.958,-2.379,0.244,4875.32,35329.566,852.627
1983,European Union (27),404.15485,1531.7124,6528.583,2276.897,3730.056,470.162,1535.387,411187478.0,,-42.907,-1.137,0.241,4843.229,36864.949,843.757
1984,European Union (27),407.49384,1551.0483,6389.3433,2394.411,3765.173,481.961,1496.435,412217994.0,,35.117,0.941,0.236,4883.332,38361.387,845.358
1985,European Union (27),420.37332,1568.3376,6637.4946,2511.4229,3823.162,491.212,1497.847,413267716.0,,57.989,1.54,0.228,4937.328,39859.234,843.082
1986,European Union (27),431.0583,1480.4048,6861.0786,2547.8074,3808.468,475.135,1528.154,414423599.0,,-14.694,-0.384,0.224,4907.553,41387.383,835.614
1987,European Union (27),440.7775,1491.446,6879.4404,2681.7915,3841.071,496.611,1533.35,415621390.0,,32.603,0.856,0.221,4923.192,42920.734,822.932
1988,European Union (27),448.33716,1392.8856,6902.184,2679.2012,3802.716,497.574,1523.676,416955489.0,,-38.354,-0.999,0.217,4863.355,44444.414,810.99
1989,European Union (27),438.1596,1435.4435,6913.9604,2773.6245,3839.695,549.07,1519.549,418482238.0,,36.979,0.972,0.218,4891.58,45963.961,794.648
1990,European Union (27),443.03937,1426.0217,7303.073,2913.043,3870.108,579.558,1481.724,419997513.0,,30.413,0.792,0.222,4876.35,47445.684,770.773
1991,European Union (27),433.89078,1493.6143,7246.667,2982.0686,3804.398,596.867,1504.474,421419170.0,,-65.71,-1.698,0.218,4806.943,48950.16,752.159
1992,European Union (27),430.20334,1473.3148,7304.056,2883.6973,3677.507,576.254,1506.035,422863645.0,,-126.891,-3.335,0.215,4615.017,50456.195,727.156
1993,European Union (27),426.84793,1504.7974,7208.5444,2941.9368,3607.869,583.657,1497.459,424104728.0,,-69.638,-1.894,0.213,4501.101,51953.656,706.041
1994,European Union (27),447.71143,1454.4899,7250.3057,2905.9587,3589.193,583.921,1492.632,425189035.0,,-18.676,-0.518,0.212,4457.923,53446.289,694.428
1995,European Union (27),437.9798,1474.7289,7441.455,3147.9517,3635.528,626.637,1508.211,425847862.0,,46.334,1.291,0.21,4501.967,54954.496,682.645
1996,European Union (27),436.21866,1576.4994,7601.036,3419.71,3720.306,678.887,1547.114,426181942.0,,84.778,2.332,0.208,4581.285,56501.609,678.418
1997,European Union (27),441.53378,1456.4752,7625.8667,3328.0767,3653.909,665.528,1539.022,426651678.0,,-66.397,-1.785,0.205,4488.514,58040.633,671.371
1998,European Union (27),436.37958,1391.138,7783.7974,3419.5999,3644.299,682.202,1566.721,426655462.0,,-9.611,-0.263,0.203,4449.234,59607.352,647.709
1999,European Union (27),451.81094,1333.4482,7691.72,3505.4229,3588.961,703.93,1548.629,426830674.0,,-55.337,-1.518,0.201,4358.837,61155.984,641.273
2000,European Union (27),482.20316,1298.462,7463.901,3588.8413,3600.211,721.741,1512.37,427627366.0,,11.25,0.313,0.2,4314.544,62668.352,631.676
2001,European Union (27),468.00687,1324.5518,7545.3726,3713.2803,3656.921,745.96,1552.181,428578322.0,,56.71,1.575,0.199,4343.006,64220.531,619.599
2002,European Union (27),506.75732,1306.1135,7518.266,3739.979,3657.654,752.084,1541.095,429890526.0,,0.732,0.02,0.2,4337.345,65761.625,613.177
2003,European Union (27),503.35837,1266.3218,7528.579,3941.938,3736.442,792.161,1544.91,431461842.0,,78.788,2.154,0.201,4427.958,67306.539,604.721
2004,European Union (27),504.8935,1375.1455,7585.743,4048.0625,3743.81,809.361,1535.215,433058606.0,,7.368,0.197,0.199,4441.489,68841.75,596.975
2005,European Union (27),490.14108,1292.11,7599.8564,4186.892,3735.484,832.904,1539.981,434557142.0,,-8.325,-0.222,0.198,4414.032,70381.734,583.347
2006,European Union (27),454.20694,1275.0154,7590.4766,4173.6826,3752.487,833.943,1532.201,435683165.0,,17.002,0.455,0.198,4404.481,71913.938,582.737
2007,European Union (27),432.4388,1200.6735,7424.342,4105.0317,3702.452,823.852,1467.568,436994510.0,,-50.035,-1.333,0.197,4399.548,73381.5,572.126
2008,European Union (27),403.26834,1268.503,7355.899,4191.5796,3625.925,849.872,1462.603,438548226.0,,-76.526,-2.067,0.194,4285.548,74844.102,564.348
2009,European Union (27),368.75366,1176.4108,6909.72,3937.0547,3330.551,795.14,1385.451,439690819.0,,-295.375,-8.146,0.19,3976.367,76229.555,552.288
2010,European Union (27),354.39597,1255.6503,6895.7134,4232.242,3424.056,857.893,1360.978,440608967.0,,93.506,2.808,0.187,4077.23,77590.539,550.11
2011,European Union (27),338.83838,1174.5338,6683.7524,3895.5493,3326.834,794.187,1309.847,441440623.0,,-97.222,-2.839,0.187,3979.897,78900.383,537.597
2012,European Union (27),325.55063,1139.4167,6409.3804,3826.446,3257.576,775.033,1263.915,441999258.0,,-69.258,-2.082,0.186,3910.551,80164.297,535.737
2013,European Union (27),317.5614,1139.252,6250.526,3749.2373,3175.11,754.293,1233.756,442399419.0,,-82.467,-2.532,0.182,3820.755,81398.055,526.135
2014,European Union (27),314.49423,999.2236,6183.2983,3315.4944,3038.41,671.724,1215.969,442964756.0,,-136.699,-4.305,0.181,3675.577,82614.023,514.941
2015,European Union (27),303.26132,842.80865,6274.192,3467.6309,3094.753,702.43,1247.541,443910923.0,,56.343,1.854,0.181,3738.665,83861.562,511.15
2016,European Union (27),266.88626,823.56024,6364.866,3686.171,3093.282,743.069,1255.098,444911497.0,,-1.471,-0.048,0.18,3731.916,85116.664,505.498
2017,European Union (27),263.1347,767.6755,6571.14,3859.322,3117.226,772.066,1259.613,445696792.0,,23.944,0.774,0.178,3766.196,86376.273,504.382
2018,European Union (27),254.14293,689.7106,6514.193,3787.3147,3049.868,756.888,1255.331,446503669.0,,-67.358,-2.161,0.175,3709.269,87631.609,498.194
2019,European Union (27),234.7599,609.69073,6526.61,3925.9775,2904.708,777.562,1254.095,447369197.0,,-145.16,-4.76,0.169,3541.615,88885.695,489.35
2020,European Union (27),223.12225,478.5834,5697.2725,3800.2922,2627.392,758.045,1133.225,447777527.0,,-277.316,-9.547,0.166,3241.966,90018.922,476.256
2021,European Union (27),210.39073,443.20322,5978.031,3969.9294,2801.144,794.0,1184.688,447705923.0,,173.752,6.613,0.167,3419.042,91203.617,474.359
2022,European Union (27),194.81157,408.33136,6175.2803,3421.907,2740.078,704.304,1216.163,449113453.0,,-61.066,-2.18,0.171,3341.354,92419.773,468.757
