year,country,oil production - TWh,gas production - TWh,oil consumption - TWh,gas consumption - TWh,co2,gas_co2,oil_co2,population,gdp,co2_growth_abs,co2_growth_prct,co2_per_unit_energy,total_ghg,cumulative_oil_co2,methane
2023,European Union (27),185.31677,344.66293,6022.8667,3171.1992,2510.622,652.349,1185.099,450657571.0,,-229.456,-8.374,0.161,3105.166,93604.875,459.224
1970,Germany,,120.12975,1644.0703,159.73753,1026.022,29.766,370.134,78205102.0,1343859851264.0,-25.978,-2.469,0.284,1245.2,2833.796,180.309
1971,Germany,,147.99725,1712.5317,211.02473,1037.237,40.183,384.682,78345873.0,1383509131264.0,11.214,1.093,0.285,1255.505,3218.478,178.79
1972,Germany,,177.18575,1807.8164,273.22437,1041.481,52.651,410.007,78719923.0,1440601473024.0,4.244,0.409,0.276,1255.847,3628.485,174.59
1973,Germany,,198.37451,1927.148,352.33054,1085.738,67.751,431.74,78966976.0,1505896431616.0,44.257,4.249,0.272,1302.722,4060.225,173.503
1974,Germany,,206.037,1748.5243,440.76492,1062.727,84.495,390.431,78996693.0,1518360985600.0,-23.011,-2.119,0.271,1281.729,4450.656,173.582
1975,Germany,,191.252,1698.3301,465.1435,1002.447,88.812,376.809,78701861.0,1510149980160.0,-60.28,-5.672,0.266,1218.164,4827.466,171.773
1976,Germany,,197.20975,1834.953,492.28857,1090.84,93.634,419.362,78364503.0,1583048163328.0,88.393,8.818,0.272,1307.151,5246.828,171.623
1977,Germany,,196.06601,1812.3656,522.7913,1052.609,98.049,416.829,78185560.0,1628636053504.0,-38.232,-3.505,0.263,1265.223,5663.657,169.074
1978,Germany,,202.7125,1890.2781,560.4233,1079.133,105.271,428.176,78115357.0,1674283057152.0,26.524,2.52,0.26,1294.054,6091.833,170.096
1979,Germany,,203.00475,1949.953,619.478,1117.888,114.72,431.588,78147899.0,1741603078144.0,38.756,3.591,0.255,1336.725,6523.421,173.188
1980,Germany,,184.81549,1764.3439,610.7291,1100.066,115.453,412.456,78315374.0,1761467957248.0,-17.822,-1.594,0.259,1317.914,6935.877,173.778
1981,Germany,,189.32574,1601.3844,583.9388,1048.523,110.001,361.3,78448044.0,1768196538368.0,-51.543,-4.685,0.255,1264.377,7297.177,173.523
1982,Germany,,166.2025,1513.8575,541.8615,1015.734,102.017,344.464,78393671.0,1753143181312.0,-32.789,-3.127,0.256,1225.822,7641.641,171.223
1983,Germany,,183.71301,1482.448,563.34344,1011.605,106.021,333.397,78224137.0,1784298602496.0,-4.129,-0.406,0.252,1217.905,7975.038,166.107
1984,Germany,,180.5255,1477.557,588.30133,1033.245,108.531,334.89,77998199.0,1834585161728.0,21.64,2.139,0.248,1240.124,8309.928,164.089
1985,Germany,,171.077,1522.7413,581.49146,1044.118,108.532,340.222,77863423.0,1874769739776.0,10.873,1.052,0.243,1250.169,8650.149,166.099
1986,Germany,,140.1515,1604.2207,579.8007,1047.472,100.551,356.828,77923807.0,1916181413888.0,3.354,0.321,0.246,1249.147,9006.978,163.805
1987,Germany,,157.3055,1562.0078,628.617,1032.443,109.547,345.535,78062321.0,1945055789056.0,-15.029,-1.435,0.241,1231.774,9352.513,159.258
1988,Germany,,146.38426,1562.9131,618.8514,1029.024,107.637,351.26,78385993.0,2009989382144.0,-3.419,-0.331,0.239,1224.476,9703.773,155.944
1989,Germany,,153.2025,1468.3829,633.358,1008.792,121.909,322.795,79007063.0,2075675197440.0,-20.232,-1.966,0.237,1205.992,10026.567,154.409
1990,Germany,,150.24626,1537.2932,636.8833,1054.796,122.281,333.324,79707964.0,2015547490304.0,46.004,4.56,0.252,1239.971,10359.892,151.419
1991,Germany,,153.95282,1607.6146,669.1928,1016.93,130.146,355.311,80303189.0,2141316317184.0,-37.866,-3.59,0.249,1195.369,10715.203,144.657
1992,Germany,,156.15968,1621.6552,661.6269,969.464,129.3,357.981,80934901.0,2204952428544.0,-47.465,-4.667,0.242,1141.427,11073.184,136.858
1993,Germany,,155.40355,1646.8728,700.1133,959.386,136.252,364.629,81486770.0,2206290935808.0,-10.078,-1.04,0.24,1123.537,11437.812,131.406
1994,Germany,,162.92096,1631.9728,712.92725,943.228,142.15,353.812,81773612.0,2283952930816.0,-16.158,-1.684,0.239,1112.542,11791.625,127.507
1995,Germany,,168.11719,1631.1296,777.3736,939.934,152.97,351.7,82019890.0,2347761139712.0,-3.294,-0.349,0.236,1109.631,12143.325,125.756
1996,Germany,,182.06174,1658.878,869.91,959.69,169.956,361.057,82263195.0,2391519789056.0,19.757,2.102,0.234,1126.448,12504.383,122.739
1997,Germany,,178.96686,1648.9271,831.03357,931.508,162.876,353.069,82389631.0,2461046145024.0,-28.182,-2.937,0.23,1086.017,12857.451,118.067
1998,Germany,,174.86966,1650.7172,838.65027,923.499,165.377,351.914,82011933.0,2535903723520.0,-8.009,-0.86,0.23,1055.215,13209.365,113.085
1999,Germany,,186.78319,1601.1073,836.19086,895.442,165.627,340.846,81678279.0,2613176696832.0,-28.057,-3.038,0.226,1020.397,13550.212,109.713
2000,Germany,,176.6545,1570.4348,829.24585,898.976,166.421,330.774,81797255.0,2718560681984.0,3.534,0.395,0.225,1018.299,13880.986,105.166
2001,Germany,,178.33382,1590.9634,874.48193,915.255,173.799,338.871,81933883.0,2793372909568.0,16.279,1.811,0.225,1029.552,14219.856,100.988
2002,Germany,,177.86783,1537.7799,873.1278,898.834,173.61,324.413,82068328.0,2822441533440.0,-16.42,-1.794,0.224,1012.541,14544.271,98.229
2003,Germany,,185.15663,1507.7172,883.7197,894.501,176.587,313.847,82111619.0,2831676080128.0,-4.333,-0.482,0.223,1008.919,14858.117,95.747
2004,Germany,,171.33516,1490.4901,888.2105,876.57,174.327,301.208,82092706.0,2894624980992.0,-17.931,-2.005,0.219,989.282,15159.325,92.884
2005,Germany,,165.42674,1460.0576,902.8105,867.881,175.904,305.188,82046731.0,2945460994048.0,-8.689,-0.991,0.219,978.504,15464.513,90.885
2006,Germany,,163.4221,1457.2372,920.069,886.434,180.197,313.191,81701971.0,3086359199744.0,18.554,2.138,0.218,994.823,15777.704,87.773
2007,Germany,,149.69736,1319.4586,886.36194,846.116,173.851,268.924,81298546.0,3220275724288.0,-40.318,-4.548,0.217,953.408,16046.628,86.156
2008,Germany,,136.35068,1399.0693,895.00635,856.607,180.995,296.43,81110781.0,3289020366848.0,10.491,1.24,0.218,961.201,16343.059,84.776
2009,Germany,,127.461685,1339.8384,844.3012,789.951,168.399,282.438,80935275.0,3136502104064.0,-66.657,-7.781,0.214,888.503,16625.496,81.328
2010,Germany,,111.23992,1357.6443,880.71246,826.68,184.875,277.154,80830917.0,3301123031040.0,36.729,4.65,0.215,925.756,16902.65,80.546
2011,Germany,,104.6545,1313.2709,808.6072,804.514,169.399,270.809,80857877.0,3467712921600.0,-22.166,-2.681,0.217,900.073,17173.459,79.0
2012,Germany,,94.61372,1305.3893,811.1005,814.09,167.837,271.945,80916393.0,3482225475584.0,9.576,1.19,0.216,910.597,17445.404,78.457
2013,Germany,,86.04125,1334.2625,849.74335,831.743,170.267,280.396,81041580.0,3497463119872.0,17.653,2.168,0.215,929.62,17725.801,77.654
2014,Germany,,80.82743,1298.318,738.9503,792.579,151.986,271.602,81376078.0,3574741336064.0,-39.164,-4.709,0.214,889.393,17997.402,76.622
2015,Germany,,75.24433,1296.5422,769.5361,800.844,157.11,278.861,82077546.0,3628073746432.0,8.266,1.043,0.212,894.566,18276.264,75.533
2016,Germany,,69.230415,1321.8785,848.8475,798.014,169.169,275.703,82760100.0,3708980035584.0,-2.831,-0.353,0.208,890.756,18551.965,73.409
2017,Germany,,63.761612,1408.9285,877.38477,784.594,172.045,275.505,83104012.0,3808389496832.0,-13.42,-1.682,0.202,875.441,18827.471,72.975
2018,Germany,,55.41774,1336.97,858.5072,760.046,169.76,269.351,83368506.0,3845758648320.0,-24.548,-3.129,0.201,845.216,19096.822,70.091
2019,Germany,,53.30759,1351.0276,892.8303,709.827,172.762,273.111,83559185.0,3886392803328.0,-50.22,-6.607,0.192,793.775,19369.934,67.37
2020,Germany,,45.324203,1223.2377,871.075,648.357,170.963,255.645,83628711.0,3742720851968.0,-61.47,-8.66,0.188,729.728,19625.578,65.473
2021,Germany,,45.368168,1209.7521,917.38025,678.777,181.116,241.585,83697082.0,3841041629184.0,30.42,4.692,0.191,759.036,19867.162,64.893
2022,Germany,,42.57275,1241.9773,755.8128,671.472,160.776,247.44,84086228.0,3909612732416.0,-7.306,-1.076,0.197,747.968,20114.604,63.261
2023,Germany,,38.061188,1165.5121,727.9709,596.151,155.461,231.622,84548234.0,,-75.32,-11.217,0.188,670.626,20346.225,61.377
1981,Greece,,,140.84198,0.0,50.125,0.0,29.957,9754400.0,137962176512.0,-0.763,-1.5,0.255,70.334,443.812,12.242
1982,Greece,,,141.5108,0.8435,51.509,0.216,29.928,9837470.0,138508058624.0,1.383,2.76,0.259,71.642,473.739,12.21
1983,Greece,,,135.79776,0.80399996,54.789,0.158,29.099,9911493.0,139066310656.0,3.281,6.369,0.274,76.127,502.839,12.275
1984,Greece,,,139.16304,0.8845,56.285,0.172,29.49,9978780.0,142899249152.0,1.496,2.73,0.269,77.036,532.328,12.313
1985,Greece,,,141.48158,0.83125,59.772,0.165,29.829,10037038.0,147360301056.0,3.487,6.195,0.271,80.525,562.157,12.444
1986,Greece,,,143.58203,1.13875,58.274,0.205,27.883,10088762.0,149738258432.0,-1.498,-2.505,0.263,78.896,590.04,12.56
1987,Greece,,,155.96172,1.3,62.576,0.234,30.092,10134530.0,149058781184.0,4.302,7.382,0.258,83.168,620.133,12.833
1988,Greece,,,161.07315,1.55925,67.052,0.264,32.069,10177008.0,155690549248.0,4.476,7.152,0.262,89.101,652.202,13.001
1989,Greece,,,177.45236,1.5725,73.231,0.308,36.154,10218039.0,161665843200.0,6.179,9.215,0.264,94.751,688.356,13.074
1990,Greece,,,186.74254,1.6065,83.438,0.858,35.975,10258492.0,161708982272.0,10.207,13.938,0.29,104.649,724.331,13.219
1991,Greece,,,190.55426,1.587,83.408,0.833,37.432,10306643.0,167630716928.0,-0.031,-0.037,0.286,104.751,761.762,13.14
1992,Greece,,,194.52258,1.4664999,84.976,0.413,37.255,10359894.0,170259939328.0,1.568,1.88,0.286,105.391,799.017,13.172
1993,Greece,,,198.51204,1.0815,84.285,0.318,37.043,10412749.0,168977989632.0,-0.691,-0.813,0.28,104.489,836.061,13.304
1994,Greece,,,203.04324,0.55324996,86.43,0.2,37.368,10466265.0,173829062656.0,2.145,2.545,0.283,107.146,873.429,13.498
1995,Greece,,,211.81287,0.51025003,86.963,0.194,39.134,10519233.0,178710446080.0,0.533,0.617,0.275,107.526,912.562,13.742
1996,Greece,,,219.88054,0.57325,89.115,0.208,42.476,10570081.0,185480691712.0,2.152,2.474,0.274,109.411,955.038,13.925
1997,Greece,,,222.05853,1.98875,93.802,0.428,43.466,10622327.0,195536961536.0,4.687,5.259,0.281,113.485,998.504,14.213
1998,Greece,,,232.47917,8.145165,98.622,1.645,45.11,10675412.0,204984696832.0,4.82,5.139,0.278,117.962,1043.614,14.438
1999,Greece,,,227.0115,14.603706,97.935,2.848,44.716,10727952.0,213181333504.0,-0.687,-0.697,0.276,116.854,1088.33,14.427
2000,Greece,,,236.24866,19.601875,102.973,3.982,45.633,10782638.0,223530909696.0,5.038,5.145,0.276,122.183,1133.963,14.735
2001,Greece,,,239.57071,19.344769,105.362,3.923,46.86,10843165.0,234861772800.0,2.389,2.32,0.28,123.453,1180.823,14.085
2002,Greece,,,240.72469,20.80514,105.001,4.24,47.894,10890288.0,246267117568.0,-0.361,-0.343,0.279,123.149,1228.717,14.382
2003,Greece,,,252.75017,23.520193,109.067,4.757,51.338,10918466.0,262880264192.0,4.066,3.873,0.274,126.537,1280.055,14.589
2004,Greece,,,247.72807,25.854729,109.485,5.245,49.783,10947370.0,278667919360.0,0.419,0.384,0.275,127.535,1329.838,14.887
2005,Greece,,,249.09128,26.032501,113.889,5.385,53.968,10981340.0,282859765760.0,4.404,4.022,0.285,131.424,1383.805,15.17
2006,Greece,,,260.48984,30.693,112.42,6.284,55.7,11016108.0,301538672640.0,-1.469,-1.29,0.273,129.639,1439.506,15.347
2007,Greece,,,263.44055,38.867813,114.546,7.808,54.069,11045737.0,314210123776.0,2.126,1.891,0.273,132.241,1493.575,15.406
2008,Greece,,,252.5715,45.02978,111.08,8.109,52.725,11076873.0,315974320128.0,-3.465,-3.025,0.27,128.477,1546.299,15.319
2009,Greece,,,236.80884,37.812714,104.32,6.623,50.128,11108069.0,305101340672.0,-6.761,-6.086,0.263,121.699,1596.427,14.881
2010,Greece,,,214.71916,41.439568,97.354,7.166,44.002,11124665.0,290984361984.0,-6.966,-6.677,0.257,113.878,1640.429,14.431
2011,Greece,,,204.5779,51.09987,94.505,8.811,40.501,11108841.0,266793943040.0,-2.849,-2.926,0.255,110.541,1680.93,14.171
2012,Greece,,,178.33144,46.964645,91.393,8.094,36.298,11048294.0,247887020032.0,-3.113,-3.294,0.262,106.656,1717.228,13.99
2013,Greece,,,164.7616,41.45214,81.713,7.336,32.913,10967535.0,241650188288.0,-9.679,-10.591,0.249,93.044,1750.14,13.082
2014,Greece,,,163.353,31.60299,78.636,5.559,33.486,10893169.0,242799804416.0,-3.078,-3.766,0.255,90.142,1783.627,12.702
2015,Greece,,,170.19884,34.126534,74.927,6.035,34.983,10820901.0,242323734528.0,-3.709,-4.717,0.24,84.391,1818.609,12.179
2016,Greece,,,169.93929,44.420002,71.36,7.912,35.573,10775506.0,241143087104.0,-3.567,-4.761,0.232,79.104,1854.182,11.648
2017,Greece,,,174.01346,53.57,74.842,9.536,35.032,10753532.0,243776815104.0,3.482,4.88,0.232,82.052,1889.214,11.546
2018,Greece,,,171.98833,52.451,71.778,9.072,33.837,10730845.0,247844012032.0,-3.064,-4.094,0.221,87.121,1923.051,11.136
2019,Greece,,,177.21858,57.583,65.736,9.998,33.919,10718580.0,252514238464.0,-6.042,-8.417,0.207,76.926,1956.97,10.827
2020,Greece,,,143.48611,63.426598,55.558,11.043,31.012,10699370.0,229777833984.0,-10.178,-15.483,0.201,64.422,1987.982,9.808
2021,Greece,,,152.02661,69.8031,57.519,12.363,32.28,10579561.0,249158205440.0,1.961,3.53,0.19,65.904,2020.262,9.642
2022,Greece,,,172.19046,61.967,58.08,10.367,35.383,10412481.0,263892680704.0,0.56,0.974,0.185,66.377,2055.645,9.576
2023,Greece,,,171.29622,53.822002,55.196,9.34,35.36,10242909.0,,-2.883,-4.964,0.181,62.76,2091.005,8.907
1965,High-income countries,8757.872,,13711.53,4814.614,8828.324,1087.616,3405.815,830887229.0,,320.184,3.763,0.285,12970.525,56258.992,2566.333
1966,High-income countries,9524.692,,14775.387,5217.8794,9196.254,1183.636,3657.37,840211916.0,,367.93,4.168,0.282,13273.686,59916.367,2607.744
1967,High-income countries,10145.8125,,15823.774,5578.9546,9547.306,1263.052,3915.443,848562240.0,,351.052,3.817,0.282,14103.899,63831.809,2663.657
1968,High-income countries,10852.542,,17179.586,6108.8784,10023.559,1379.395,4250.867,857007316.0,,476.252,4.988,0.278,14713.005,68082.672,2722.965
1969,High-income countries,11315.223,,18739.973,6738.9463,10645.816,1512.688,4613.048,866243691.0,,622.258,6.208,0.276,15112.143,72695.727,2794.48
1970,High-income countries,12299.051,7256.238,20423.352,7309.894,11404.3,1590.392,5303.617,875442737.0,,758.484,7.125,0.28,15919.65,77999.344,2806.379
1971,High-income countries,13207.953,7711.102,21353.549,7779.78,11702.471,1717.234,5570.716,884930243.0,,298.17,2.615,0.279,16016.466,83570.055,2818.782
1972,High-income countries,14336.204,8045.7036,22981.076,8194.94,12234.84,1821.25,6018.863,894399024.0,,532.369,4.549,0.278,16533.293,89588.914,2873.14
1973,High-income countries,15442.027,8309.3,24677.836,8431.473,12832.953,1950.652,6314.217,903246702.0,,598.113,4.889,0.276,17234.582,95903.141,2906.217
1974,High-income countries,15399.278,8259.518,23572.521,8505.012,12665.3,1986.838,6142.632,911648528.0,,-167.653,-1.306,0.276,17010.273,102045.766,2909.823
1975,High-income countries,14012.979,7968.2827,22913.76,8232.306,12489.165,1963.799,6030.73,919414286.0,,-176.135,-1.391,0.277,16858.232,108076.5,2943.351
1976,High-income countries,15150.71,8087.5986,24485.781,8577.568,13219.542,2072.888,6432.158,926781732.0,,730.377,5.848,0.278,17663.787,114508.648,2918.86
1977,High-income countries,15790.795,8258.002,25074.062,8681.919,13467.995,2102.838,6616.921,934182213.0,,248.453,1.879,0.277,18028.17,121125.578,2913.442
1978,High-income countries,15754.093,8299.086,25917.117,8893.292,13730.829,2170.913,6807.571,941523828.0,,262.834,1.952,0.274,18190.717,127933.156,2899.764
1979,High-income countries,17074.635,8659.142,26020.78,9325.272,14087.414,2289.967,6832.238,948957672.0,,356.584,2.597,0.274,18515.963,134765.391,2973.512
1980,High-income countries,16808.79,8564.128,24118.85,9272.804,13911.117,2331.403,6474.589,956729253.0,,-176.297,-1.251,0.277,18555.93,141239.969,2985.62
1981,High-income countries,16252.221,8494.545,22714.56,9143.937,13480.261,2357.413,6097.462,964322114.0,,-430.856,-3.097,0.274,17975.314,147337.438,2933.917
1982,High-income countries,14173.211,8062.4805,21631.453,8767.577,13118.634,2270.866,5878.559,971412307.0,,-361.627,-2.683,0.274,17445.668,153215.984,2942.777
1983,High-income countries,13398.227,7623.5884,21392.89,8583.136,13071.353,2265.854,5781.485,978200993.0,,-47.281,-0.36,0.272,17481.1,158997.484,2884.826
1984,High-income countries,13695.906,8195.659,21743.678,9274.279,13464.98,2446.196,5845.061,984765166.0,,393.628,3.011,0.268,17853.834,164842.531,2896.783
1985,High-income countries,19552.34,12342.022,24737.404,12899.701,13733.229,2513.545,5771.605,991314463.0,,268.248,1.992,0.225,18115.258,170614.141,2926.161
1986,High-income countries,20721.027,12626.15,25557.088,12802.43,13771.053,2418.938,5931.456,998041869.0,,37.825,0.275,0.222,18040.148,176545.594,2937.52
1987,High-income countries,20253.926,13305.397,25990.621,13504.038,13998.042,2608.945,5856.753,1004927715.0,,226.989,1.648,0.219,18256.205,182402.344,2918.519
1988,High-income countries,21086.857,13930.725,26847.975,14054.372,14450.271,2722.356,6061.099,1012055657.0,,452.229,3.231,0.219,18733.684,188463.453,2927.263
1989,High-income countries,20670.219,14403.344,27178.395,14643.837,14656.879,2868.853,6132.978,1019510721.0,,206.607,1.43,0.219,18832.426,194596.438,2928.051
1990,High-income countries,20942.316,14920.317,27527.053,14903.884,14994.972,2960.127,6291.692,1026904557.0,,338.093,2.307,0.224,19199.547,200888.125,2908.774
1991,High-income countries,21229.537,15021.197,27446.346,15319.6,15320.779,2983.318,6731.275,1034760366.0,,325.808,2.173,0.227,19452.26,207619.391,2877.745
1992,High-income countries,21487.295,15252.637,27902.494,15442.267,14508.868,3055.983,6162.988,1043066596.0,,-811.911,-5.299,0.215,18507.635,213782.375,2837.662
1993,High-income countries,21287.385,15385.038,27550.13,15844.216,14530.375,3148.781,6138.607,1050617542.0,,21.506,0.148,0.214,18348.496,219920.984,2805.874
1994,High-income countries,21448.672,15727.341,28100.268,15890.393,14512.632,3165.478,6144.025,1057690314.0,,-17.743,-0.122,0.213,18396.822,226065.016,2772.145
1995,High-income countries,21549.188,15807.828,28231.975,16420.963,14627.597,3258.597,6115.371,1064207746.0,,114.964,0.792,0.211,18364.133,232180.391,2739.79
1996,High-income countries,21876.393,16402.826,28701.078,17068.479,14988.649,3392.991,6235.968,1070361837.0,,361.053,2.468,0.211,19177.373,238416.359,2720.815
1997,High-income countries,22014.594,16241.906,29022.469,16890.9,14913.173,3384.444,6206.599,1076649211.0,,-75.477,-0.504,0.209,18655.322,244622.953,2708.466
1998,High-income countries,22107.613,16159.964,29092.65,17111.719,14853.022,3394.434,6186.979,1082453834.0,,-60.15,-0.403,0.208,18552.352,250809.938,2645.964
1999,High-income countries,21355.525,16783.527,29561.398,17438.133,15028.869,3488.563,6302.153,1088386729.0,,175.846,1.184,0.207,18763.133,257112.094,2637.712
2000,High-income countries,22334.379,17105.625,29461.998,18074.725,15444.175,3605.353,6361.503,1095101864.0,,415.306,2.763,0.209,19072.537,263473.594,2657.972
2001,High-income countries,22321.59,17437.42,29628.56,18075.186,15467.07,3606.558,6402.829,1102263781.0,,22.896,0.148,0.209,18905.422,269876.438,2640.316
2002,High-income countries,22021.193,17574.873,29616.672,18492.64,15557.402,3696.486,6371.735,1109748738.0,,90.332,0.584,0.208,18819.426,276248.156,2612.489
2003,High-income countries,23523.822,18050.09,30110.695,18787.842,15848.628,3765.568,6458.74,1117363372.0,,291.226,1.872,0.21,19305.838,282706.906,2602.427
2004,High-income countries,24303.174,18346.75,30776.42,19225.717,16054.051,3837.656,6555.384,1125062576.0,,205.423,1.296,0.208,19522.139,289262.281,2617.601
2005,High-income countries,24404.658,18421.6,30985.688,19455.83,16130.242,3867.744,6587.507,1132862796.0,,76.192,0.475,0.207,19465.166,295849.781,2588.703
2006,High-income countries,24411.465,18830.984,30859.79,19728.521,16195.988,3909.509,6564.681,1140768633.0,,65.746,0.408,0.207,19559.715,302414.469,2634.923
2007,High-income countries,24145.71,19008.709,30879.893,20372.793,16315.113,4044.296,6464.833,1149583667.0,,119.125,0.736,0.207,19727.25,308879.281,2634.656
2008,High-income countries,24358.387,19599.23,30076.875,20684.494,16041.604,4120.238,6258.507,1158834826.0,,-273.51,-1.676,0.204,19539.535,315137.812,2634.844
2009,High-income countries,23572.746,18793.207,28795.234,19874.88,15083.762,3976.874,6005.408,1167213406.0,,-957.841,-5.971,0.201,18418.441,321143.219,2557.214
2010,High-income countries,23998.438,20164.812,29414.951,21312.674,15720.304,4269.96,6075.599,1175005249.0,,636.542,4.22,0.201,19497.484,327218.812,2559.521
